LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_QC_49936_b.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PE 19:1_19:1,PE,770.5715019723727,,C43 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,2599.4,1853.3,0.0,1946.4,0.0,3009.0,0.0,1932.6,0.0,1735.1,1051.7,2971.8,MS2,FragmentA and FragmentB,[PE 19:1_19:1 -H]-,FA 19:1 (+O),FA 19:1 (+O),,-1.7,13279.0,0.0,-1.7,0.0,-1.7,0.0,23843.3,0.0,-1.7,-1.7,-1.7,5198.7,3706.7,0.0,3892.8,0.0,6018.0,0.0,3865.3,0.0,3470.1,2103.4,5943.7,5198.7,3706.7,0.0,3892.8,0.0,6018.0,0.0,3865.3,0.0,3470.1,2103.4,5943.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.61,0.61,,295.2644348144531,295.2644348144531,,-H+,-H+,,C19 H35 O2,C19 H35 O2,,C43 H82 O8 N1 P1
PE 17:1_22:3,PE,780.5559668528402,,C44 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,21876.2,0.0,12182.0,0.0,0.0,0.0,0.0,0.0,0.0,19812.1,0.0,MS2,FragmentA and FragmentB,[PE 17:1_22:3 -H]-,FA 17:1 (+O),FA 22:3 (+O),,0.0,53359.2,0.0,20341.7,0.0,0.0,0.0,0.0,0.0,0.0,49923.4,0.0,0.0,17450.6,0.0,13218.6,0.0,0.0,0.0,0.0,0.0,0.0,14180.5,0.0,0.0,26301.9,0.0,11145.3,0.0,0.0,0.0,0.0,0.0,0.0,25443.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.97,1.01,,267.23321533203125,333.2802429199219,,-H+,-H+,,C17 H31 O2,C22 H37 O2,,C44 H80 O8 N1 P1
PE 17:0_22:4,PE,780.5559668528402,,C44 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,4115.8,0.0,2435.5,0.0,0.0,0.0,0.0,0.0,0.0,3260.1,0.0,MS2,FragmentA and FragmentB,[PE 17:0_22:4 -H]-,FA 17:0 (+O),FA 22:4 (+O),,0.0,53359.2,0.0,20341.7,0.0,0.0,0.0,0.0,0.0,0.0,49923.4,0.0,0.0,8232.6,0.0,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,6521.2,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.1,0.91,,269.2489013671875,331.2645568847656,,-H+,-H+,,C17 H33 O2,C22 H35 O2,,C44 H80 O8 N1 P1
PE 19:0_20:4,PE,780.5559668528402,,C44 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,72423.3,0.0,40244.0,0.0,0.0,0.0,0.0,0.0,0.0,69013.2,0.0,MS2,FragmentA and FragmentB,[PE 19:0_20:4 -H]-,FA 19:0 (+O),FA 20:4 (+O),,0.0,53359.2,0.0,20341.7,0.0,0.0,0.0,0.0,0.0,0.0,49923.4,0.0,0.0,21546.8,0.0,7905.1,0.0,0.0,0.0,0.0,0.0,0.0,19464.1,0.0,0.0,123299.8,0.0,72582.8,0.0,0.0,0.0,0.0,0.0,0.0,118562.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.52,0.46,,297.2800598144531,303.23309326171875,,-H+,-H+,,C19 H37 O2,C20 H31 O2,,C44 H80 O8 N1 P1
PE 18:3_22:4,PE,788.5246438580133,,C45 H75 O8 N1 P1,,-H+,Glycerophospholipid,negative,17942.5,25388.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19640.3,26384.1,MS2,FragmentA and FragmentB,[PE 18:3_22:4 -H]-,FA 18:3 (+O),FA 22:4 (+O),,216910.9,365175.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320371.7,277809.3,1943.5,4955.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4962.0,2829.2,33941.5,45822.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34318.6,49938.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.04,1.0,,277.2173156738281,331.26458740234375,,-H+,-H+,,C18 H29 O2,C22 H35 O2,,C45 H76 O8 N1 P1
PE 18:2_22:5,PE,788.5246438580133,,C45 H75 O8 N1 P1,,-H+,Glycerophospholipid,negative,44919.0,62174.4,0.0,55414.6,52931.7,43127.1,50014.1,51749.7,0.0,0.0,56396.6,59865.3,MS2,FragmentA and FragmentB,[PE 18:2_22:5 -H]-,FA 18:2 (+O),FA 22:5 (+O),,216910.9,365175.7,0.0,201628.7,208149.8,325340.2,175977.4,323968.1,0.0,0.0,320371.7,277809.3,82298.2,119667.6,0.0,104289.5,102779.6,75541.9,95833.3,99627.7,0.0,0.0,103746.7,110548.8,7539.7,4681.1,0.0,6539.6,3083.7,10712.3,4194.8,3871.7,0.0,0.0,9046.6,9181.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.93,1.08,,279.23321533203125,329.24896240234375,,-H+,-H+,,C18 H31 O2,C22 H33 O2,,C45 H76 O8 N1 P1
PE 18:1_22:6,PE,788.5246438580133,,C45 H75 O8 N1 P1,,-H+,Glycerophospholipid,negative,595185.5,1000361.1,0.0,747363.9,570070.2,728100.4,626360.7,861190.9,0.0,745575.8,799009.5,699813.2,MS2,FragmentA and FragmentB,[PE 18:1_22:6 -H]-,FA 18:1 (+O),FA 22:6 (+O),,216910.9,365175.7,0.0,201628.7,208149.8,325340.2,175977.4,323968.1,0.0,227578.4,320371.7,277809.3,1156885.4,1942515.5,0.0,1455946.6,1108842.0,1413336.7,1217309.1,1681174.9,0.0,1447187.5,1557780.5,1362912.0,33485.5,58206.7,0.0,38781.2,31298.4,42864.1,35412.2,41207.0,0.0,43964.1,40238.5,36714.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.73,0.7,,281.2488098144531,327.2331848144531,,-H+,-H+,,C18 H33 O2,C22 H31 O2,,C45 H76 O8 N1 P1
PE 20:3_20:4,PE,788.5246438580133,,C45 H75 O8 N1 P1,,-H+,Glycerophospholipid,negative,15851.7,23402.1,0.0,21513.1,15736.9,0.0,18344.3,13573.1,0.0,23608.6,19624.2,22600.3,MS2,FragmentA and FragmentB,[PE 20:3_20:4 -H]-,FA 20:3 (+O),FA 20:4 (+O),,216910.9,365175.7,0.0,201628.7,208149.8,0.0,175977.4,323968.1,0.0,227578.4,320371.7,277809.3,2234.0,12565.3,0.0,4504.3,4480.4,0.0,4445.7,11114.2,0.0,10052.5,3823.0,9917.1,29469.5,34238.9,0.0,38521.9,26993.4,0.0,32242.9,16031.9,0.0,37164.7,35425.3,35283.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.67,0.15,,305.2488098144531,303.2330017089844,,-H+,-H+,,C20 H33 O2,C20 H31 O2,,C45 H76 O8 N1 P1
PE 18:2_22:4,PE,790.5404210389604,,C45 H77 O8 N1 P1,,-H+,Glycerophospholipid,negative,39378.7,73889.0,0.0,18752.1,24634.2,55298.7,17079.5,53146.2,0.0,19930.8,62602.1,39659.8,MS2,FragmentA and FragmentB,[PE 18:2_22:4 -H]-,FA 18:2 (+O),FA 22:4 (+O),,879505.0,993363.9,0.0,802995.8,716958.8,932383.7,539728.7,847175.9,0.0,843346.3,960838.2,1025317.5,65861.2,122143.6,0.0,26494.3,32496.2,94445.4,27639.2,90374.1,0.0,21733.9,103097.5,55973.6,12896.2,25634.5,0.0,11009.8,16772.2,16152.1,6519.8,15918.3,0.0,18127.7,22106.7,23346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.39,1.09,,279.2330627441406,331.2646179199219,,-H+,-H+,,C18 H31 O2,C22 H35 O2,,C45 H78 O8 N1 P1
PE 18:1_22:5,PE,790.5404210389604,,C45 H77 O8 N1 P1,,-H+,Glycerophospholipid,negative,21535.7,35488.3,0.0,12114.8,11110.3,27805.4,11606.1,31543.1,0.0,15960.7,28884.7,23519.7,MS2,FragmentA and FragmentB,[PE 18:1_22:5 -H]-,FA 18:1 (+O),FA 22:5 (+O),,879505.0,993363.9,0.0,802995.8,716958.8,932383.7,539728.7,847175.9,0.0,843346.3,960838.2,1025317.5,-1.7,-1.7,0.0,-1.7,-1.7,-1.7,-1.7,-1.7,0.0,-1.7,-1.7,-1.7,43073.1,70978.4,0.0,24231.3,22222.2,55612.5,23214.0,63087.9,0.0,31923.1,57771.2,47041.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.51,0.81,,281.2487487792969,329.2488708496094,,-H+,-H+,,C18 H33 O2,C22 H33 O2,,C45 H78 O8 N1 P1
PE 18:0_22:6,PE,790.5404210389604,,C45 H77 O8 N1 P1,,-H+,Glycerophospholipid,negative,61740.2,73980.7,0.0,49628.4,39914.3,64907.9,40749.6,58180.5,0.0,66330.2,64907.4,67161.9,MS2,FragmentA and FragmentB,[PE 18:0_22:6 -H]-,FA 18:0 (+O),FA 22:6 (+O),,879505.0,993363.9,0.0,802995.8,716958.8,932383.7,539728.7,847175.9,0.0,843346.3,960838.2,1025317.5,-1.7,-1.7,0.0,-1.7,-1.7,-1.7,-1.7,-1.7,0.0,-1.7,-1.7,-1.7,123482.2,147963.2,0.0,99258.5,79830.3,129817.5,81500.8,116362.7,0.0,132662.1,129816.6,134325.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.42,0.89,,283.2643737792969,327.2332458496094,,-H+,-H+,,C18 H35 O2,C22 H31 O2,,C45 H78 O8 N1 P1
PE 20:3_20:3,PE,790.5404210389604,,C45 H77 O8 N1 P1,,-H+,Glycerophospholipid,negative,1361.2,0.0,0.0,3597.1,1440.1,0.0,0.0,352.1,0.0,0.0,0.0,443.6,MS2,FragmentA and FragmentB,[PE 20:3_20:3 -H]-,FA 20:3 (+O),FA 20:3 (+O),,879505.0,0.0,0.0,802995.8,716958.8,0.0,0.0,847175.9,0.0,0.0,0.0,1025317.5,2722.3,0.0,0.0,7194.1,2880.2,0.0,0.0,704.1,0.0,0.0,0.0,887.2,2722.3,0.0,0.0,7194.1,2880.2,0.0,0.0,704.1,0.0,0.0,0.0,887.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.27,0.27,,305.2486877441406,305.2486877441406,,-H+,-H+,,C20 H33 O2,C20 H33 O2,,C45 H78 O8 N1 P1
PE 20:2_20:4,PE,790.5404210389604,,C45 H77 O8 N1 P1,,-H+,Glycerophospholipid,negative,14056.2,5435.7,0.0,7783.6,12614.5,2622.2,7043.1,6253.7,0.0,7113.4,11972.3,8626.8,MS2,FragmentA and FragmentB,[PE 20:2_20:4 -H]-,FA 20:2 (+O),FA 20:4 (+O),,879505.0,993363.9,0.0,802995.8,716958.8,932383.7,539728.7,847175.9,0.0,843346.3,960838.2,1025317.5,13938.8,5081.3,0.0,4522.3,9559.5,3279.6,3293.5,3469.9,0.0,4172.5,11209.3,4241.2,14173.7,5790.1,0.0,11044.9,15669.6,1964.8,10792.6,9037.5,0.0,10054.3,12735.4,13012.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.39,1.46,,307.2643737792969,303.2333984375,,-H+,-H+,,C20 H35 O2,C20 H31 O2,,C45 H78 O8 N1 P1
PE 18:1_22:4,PE,792.5561104085914,,C45 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,149527.5,244705.5,0.0,79438.0,88000.5,192589.2,71795.6,232491.0,0.0,88214.3,202968.7,139729.5,MS2,FragmentA and FragmentB,[PE 18:1_22:4 -H]-,FA 18:1 (+O),FA 22:4 (+O),,565634.3,684003.6,0.0,306074.6,275222.4,652149.6,206001.7,616690.7,0.0,447580.7,474900.4,599999.7,156985.4,298921.7,0.0,75315.5,85300.3,235353.7,77281.4,309297.8,0.0,97496.3,259650.1,154054.2,142069.7,190489.4,0.0,83560.5,90700.6,149824.7,66309.9,155684.2,0.0,78932.3,146287.2,125404.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.18,1.0,,281.2486572265625,331.26458740234375,,-H+,-H+,,C18 H33 O2,C22 H35 O2,,C45 H80 O8 N1 P1
PE 18:0_22:5,PE,792.5561104085914,,C45 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,204290.1,262894.8,0.0,131443.0,156763.2,227445.5,116520.5,242487.5,0.0,150245.2,246987.2,215313.9,MS2,FragmentA and FragmentB,[PE 18:0_22:5 -H]-,FA 18:0 (+O),FA 22:5 (+O),,565634.3,684003.6,0.0,306074.6,275222.4,652149.6,206001.7,616690.7,0.0,447580.7,474900.4,599999.7,211769.3,266390.5,0.0,130608.4,157925.7,226508.2,110565.0,232769.3,0.0,159049.5,233579.1,233566.5,196810.9,259399.2,0.0,132277.6,155600.7,228382.9,122476.0,252205.7,0.0,141440.9,260395.2,197061.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.42,0.9,,283.2643737792969,329.2489013671875,,-H+,-H+,,C18 H35 O2,C22 H33 O2,,C45 H80 O8 N1 P1
PE 20:1_20:4,PE,792.5561104085914,,C45 H79 O8 N1 P1,,-H+,Glycerophospholipid,negative,15613.8,27183.0,0.0,16436.8,9760.4,20015.8,0.0,29198.2,0.0,21054.7,27124.6,18367.5,MS2,FragmentA and FragmentB,[PE 20:1_20:4 -H]-,FA 20:1 (+O),FA 20:4 (+O),,565634.3,684003.6,0.0,306074.6,275222.4,652149.6,0.0,616690.7,0.0,447580.7,474900.4,599999.7,5850.0,25958.5,0.0,8138.5,9906.3,16098.4,0.0,29553.4,0.0,11428.2,17851.0,15516.9,25377.6,28407.6,0.0,24735.1,9614.4,23933.1,0.0,28843.1,0.0,30681.2,36398.3,21218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.4,0.25,,309.280029296875,303.2330322265625,,-H+,-H+,,C20 H37 O2,C20 H31 O2,,C45 H80 O8 N1 P1
PE 18:1_22:3,PE,794.5712274949407,,C45 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,400253.5,514420.8,0.0,384761.4,376229.3,453027.0,392181.4,479274.7,0.0,404267.7,506859.9,468015.3,MS2,FragmentA and FragmentB,[PE 18:1_22:3 -H]-,FA 18:1 (+O),FA 22:3 (+O),,825252.8,878996.3,0.0,586945.5,460635.9,822889.0,383536.5,658437.8,0.0,596479.6,798495.4,924507.9,795105.9,1021474.2,0.0,764422.1,750013.6,901097.1,782737.3,948754.6,0.0,803233.7,1006725.8,931178.4,5401.0,7367.5,0.0,5100.6,2444.9,4957.0,1625.4,9794.8,0.0,5301.6,6994.1,4852.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.51,1.29,,281.2487487792969,333.28033447265625,,-H+,-H+,,C18 H33 O2,C22 H37 O2,,C45 H82 O8 N1 P1
PE 18:0_22:4,PE,794.5712274949407,,C45 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,569161.2,554498.5,0.0,382246.6,342143.1,474215.3,326516.2,502129.9,0.0,472576.3,516339.7,669710.3,MS2,FragmentA and FragmentB,[PE 18:0_22:4 -H]-,FA 18:0 (+O),FA 22:4 (+O),,825252.8,878996.3,0.0,586945.5,460635.9,822889.0,383536.5,658437.8,0.0,596479.6,798495.4,924507.9,413518.9,432193.5,0.0,285197.4,237609.4,385081.9,216875.9,412342.9,0.0,325996.0,413709.5,492176.5,724803.5,676803.5,0.0,479295.8,446676.8,563348.6,436156.4,591916.9,0.0,619156.6,618969.9,847244.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.42,0.82,,283.2643737792969,331.2645263671875,,-H+,-H+,,C18 H35 O2,C22 H35 O2,,C45 H82 O8 N1 P1
PE 20:2_20:2,PE,794.5712274949407,,C45 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,695.0,0.0,0.0,571.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.3,MS2,FragmentA and FragmentB,[PE 20:2_20:2 -H]-,FA 20:2 (+O),FA 20:2 (+O),,825252.8,0.0,0.0,586945.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924507.9,1390.0,0.0,0.0,1143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.6,1390.0,0.0,0.0,1143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.88,,307.2645263671875,307.2645263671875,,-H+,-H+,,C20 H35 O2,C20 H35 O2,,C45 H82 O8 N1 P1
PE 20:1_20:3,PE,794.5712274949407,,C45 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,3905.2,5242.2,0.0,2797.6,0.0,3192.3,0.0,4463.8,0.0,2774.1,3963.7,2620.5,MS2,FragmentA and FragmentB,[PE 20:1_20:3 -H]-,FA 20:1 (+O),FA 20:3 (+O),,825252.8,878996.3,0.0,586945.5,0.0,822889.0,0.0,658437.8,0.0,596479.6,798495.4,924507.9,3223.6,2812.7,0.0,1347.7,0.0,1395.0,0.0,3578.1,0.0,2468.0,3557.0,856.3,4586.8,7671.7,0.0,4247.4,0.0,4989.5,0.0,5349.5,0.0,3080.2,4370.3,4384.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.5,-0.13,,309.2800598144531,305.2485656738281,,-H+,-H+,,C20 H37 O2,C20 H33 O2,,C45 H82 O8 N1 P1
PE 20:0_20:4,PE,794.5712274949407,,C45 H81 O8 N1 P1,,-H+,Glycerophospholipid,negative,21167.2,24252.4,0.0,23386.9,22622.7,17121.6,24782.7,15694.6,0.0,27620.6,23811.3,20697.5,MS2,FragmentA and FragmentB,[PE 20:0_20:4 -H]-,FA 20:0 (+O),FA 20:4 (+O),,825252.8,878996.3,0.0,586945.5,460635.9,822889.0,383536.5,658437.8,0.0,596479.6,798495.4,924507.9,4664.0,9310.1,0.0,5598.1,2358.1,4856.8,7282.2,5207.4,0.0,7831.9,8824.9,6467.3,37670.4,39194.8,0.0,41175.7,42887.4,29386.3,42283.2,26181.8,0.0,47409.3,38797.6,34927.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.91,0.46,,311.29583740234375,303.23309326171875,,-H+,-H+,,C20 H39 O2,C20 H31 O2,,C45 H82 O8 N1 P1
PE 20:1_22:4,PE,820.587402901196,,C47 H83 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,9784.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9416.6,7204.7,MS2,FragmentA and FragmentB,[PE 20:1_22:4 -H]-,FA 20:1 (+O),FA 22:4 (+O),,0.0,40779.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27621.7,24746.3,0.0,8870.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10431.1,6030.0,0.0,10698.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8402.2,8379.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.99,1.0,,309.28021240234375,331.26458740234375,,-H+,-H+,,C20 H37 O2,C22 H35 O2,,C47 H84 O8 N1 P1
PE 20:0_22:5,PE,820.587402901196,,C47 H83 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,5744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4735.6,3036.4,MS2,FragmentA and FragmentB,[PE 20:0_22:5 -H]-,FA 20:0 (+O),FA 22:5 (+O),,0.0,40779.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27621.7,24746.3,0.0,1438.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.9,1116.8,0.0,10050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8057.4,4956.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.89,0.53,,311.296142578125,329.248779296875,,-H+,-H+,,C20 H39 O2,C22 H33 O2,,C47 H84 O8 N1 P1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE O-16:1/16:1,PE O-,672.4977950937222,,C37 H71 O7 N1 P1,,-H+,Glycerophospholipid,negative,208526.3,436830.8,0.0,184885.7,200707.9,442147.5,184689.2,376032.4,0.0,220020.1,389907.6,232249.3,MS2,FragmentB,[PE O-16:1/16:1 -H]-,-FA 16:1 (+HO),FA 16:1 (+O),,70136.9,216610.2,0.0,92322.0,84932.7,216287.6,82760.2,203828.4,0.0,114173.7,192171.8,105762.2,14353.5,31258.5,0.0,15897.5,12789.4,30802.6,14654.5,33884.2,0.0,16702.9,27813.2,18233.7,208526.3,436830.8,0.0,184885.7,200707.9,442147.5,184689.2,376032.4,0.0,220020.1,389907.6,232249.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,1.27,1.79,,436.2839050292969,253.21775817871097,,-H+,-H+,,C21 H43 O6 N1 P1,C16 H29 O2,,C37 H72 O7 N1 P1
PE O-16:1/16:0,PE O-,674.5141845858122,,C37 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,255880.6,190040.7,0.0,177308.7,0.0,0.0,267198.3,0.0,0.0,MS2,FragmentB,[PE O-16:1/16:0 -H]-,-FA 16:0 (+HO),FA 16:0 (+O),,0.0,0.0,0.0,14713.9,18571.9,0.0,9468.5,0.0,0.0,18761.6,0.0,0.0,0.0,0.0,0.0,10806.8,8255.2,0.0,6583.3,0.0,0.0,8755.3,0.0,0.0,0.0,0.0,0.0,255880.6,190040.7,0.0,177308.7,0.0,0.0,267198.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.08,1.8,,436.2833862304687,255.23341369628903,,-H+,-H+,,C21 H43 O6 N1 P1,C16 H31 O2,,C37 H74 O7 N1 P1
PE O-18:3/16:0,PE O-,698.5136715155343,,C39 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,147186.4,0.0,51547.7,57484.8,69148.1,0.0,74658.7,0.0,70850.5,118651.6,69779.8,MS2,FragmentB,[PE O-18:3/16:0 -H]-,-FA 16:0 (+HO),FA 16:0 (+O),,0.0,556124.6,0.0,319992.0,334546.5,476646.2,0.0,458927.8,0.0,374447.0,495529.4,299800.4,0.0,4953.2,0.0,1384.8,1741.2,3151.7,0.0,1072.7,0.0,1745.5,3925.0,1590.3,0.0,147186.4,0.0,51547.7,57484.8,69148.1,0.0,74658.7,0.0,70850.5,118651.6,69779.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.74,1.68,,460.28369140625,255.23338317871097,,-H+,-H+,,C23 H43 O6 N1 P1,C16 H31 O2,,C39 H74 O7 N1 P1
