LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PE 20:1_22:4,PE,820.587402901196,,C47 H83 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,8473.8,8317.0,0.0,0.0,6049.4,0.0,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PE 20:1_22:4 -H]-,FA 20:1 (+O),FA 22:4 (+O),,0.0,0.0,-1.8,-1.8,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7859.8,9943.1,0.0,0.0,5577.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9087.8,6690.9,0.0,0.0,6520.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.99,1.0,,309.2802124023437,331.2645874023437,,-H+,-H+,,C20 H37 O2,C22 H35 O2,,C47 H84 O8 N1 P1
PE 20:0_22:5,PE,820.587402901196,,C47 H83 O8 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,5233.5,4293.4,0.0,0.0,2883.2,0.0,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PE 20:0_22:5 -H]-,FA 20:0 (+O),FA 22:5 (+O),,0.0,0.0,-1.8,-1.8,0.0,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.2,1196.3,0.0,0.0,951.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9299.8,7390.5,0.0,0.0,4815.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.89,0.53,,311.296142578125,329.248779296875,,-H+,-H+,,C20 H39 O2,C22 H33 O2,,C47 H84 O8 N1 P1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE O-16:1/16:1,PE O-,672.4979636991484,,C37 H71 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,436830.8,389907.6,376032.4,442147.5,232249.3,208526.3,184885.7,220020.1,184689.2,200707.9,MS2,FragmentB,[PE O-16:1/16:1 -H]-,-FA 16:1 (+HO),FA 16:1 (+O),,0.0,0.0,216610.2,192171.8,203828.4,216287.6,105762.2,70136.9,92322.0,114173.7,82760.2,84932.7,0.0,0.0,31258.5,27813.2,33884.2,30802.6,18233.7,14353.5,15897.5,16702.9,14654.5,12789.4,0.0,0.0,436830.8,389907.6,376032.4,442147.5,232249.3,208526.3,184885.7,220020.1,184689.2,200707.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.85,1.67,,436.2837219238281,253.2177276611328,,-H+,-H+,,C21 H43 O6 N1 P1,C16 H29 O2,,C37 H72 O7 N1 P1
PE O-16:1/16:0,PE O-,674.5141845858122,,C37 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255880.6,267198.3,177308.7,190040.7,MS2,FragmentB,[PE O-16:1/16:0 -H]-,-FA 16:0 (+HO),FA 16:0 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14713.9,18761.6,9468.5,18571.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.8,8755.3,6583.3,8255.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255880.6,267198.3,177308.7,190040.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.08,1.8,,436.2833862304688,255.23341369628903,,-H+,-H+,,C21 H43 O6 N1 P1,C16 H31 O2,,C37 H74 O7 N1 P1
PE O-16:1/18:2,PE O-,698.5136715155343,,C39 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,995290.2,810436.9,757474.8,738443.0,558610.7,545586.6,515465.7,677128.7,563901.9,604638.0,MS2,FragmentB,[PE O-16:1/18:2 -H]-,-FA 18:2 (+HO),FA 18:2 (+O),,0.0,0.0,556124.6,495529.4,458927.8,476646.2,299800.4,311042.2,319992.0,374447.0,279205.1,334546.5,0.0,0.0,72927.8,61842.3,51041.2,49262.4,39526.7,37938.4,39746.0,46973.8,45553.2,46469.8,0.0,0.0,995290.2,810436.9,757474.8,738443.0,558610.7,545586.6,515465.7,677128.7,563901.9,604638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.78,0.39,,436.28369140625,279.2330627441406,,-H+,-H+,,C21 H43 O6 N1 P1,C18 H31 O2,,C39 H74 O7 N1 P1
PE O-18:3/16:0,PE O-,698.5136715155343,,C39 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,147186.4,118651.6,74658.7,69148.1,69779.8,0.0,51547.7,70850.5,0.0,57484.8,MS2,FragmentB,[PE O-18:3/16:0 -H]-,-FA 16:0 (+HO),FA 16:0 (+O),,0.0,0.0,556124.6,495529.4,458927.8,476646.2,299800.4,0.0,319992.0,374447.0,0.0,334546.5,0.0,0.0,4953.2,3925.0,1072.7,3151.7,1590.3,0.0,1384.8,1745.5,0.0,1741.2,0.0,0.0,147186.4,118651.6,74658.7,69148.1,69779.8,0.0,51547.7,70850.5,0.0,57484.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.74,1.68,,460.28369140625,255.2333831787109,,-H+,-H+,,C23 H43 O6 N1 P1,C16 H31 O2,,C39 H74 O7 N1 P1
PE O-18:2/16:1,PE O-,698.5136715155343,,C39 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,239450.7,200644.5,227768.4,211539.5,125010.4,137809.3,110101.4,130764.4,119694.0,123783.7,MS2,FragmentB,[PE O-18:2/16:1 -H]-,-FA 16:1 (+HO),FA 16:1 (+O),,0.0,0.0,556124.6,495529.4,458927.8,476646.2,299800.4,311042.2,319992.0,374447.0,279205.1,334546.5,0.0,0.0,3741.1,4375.6,4685.9,5181.7,4487.7,1056.9,1375.3,4007.8,1593.1,1981.3,0.0,0.0,239450.7,200644.5,227768.4,211539.5,125010.4,137809.3,110101.4,130764.4,119694.0,123783.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.08,1.67,,462.2994995117188,253.2177276611328,,-H+,-H+,,C23 H45 O6 N1 P1,C16 H29 O2,,C39 H74 O7 N1 P1
PE O-16:2/18:1,PE O-,698.5137005459871,,C39 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,82512.5,68989.3,0.0,0.0,0.0,48462.9,0.0,0.0,MS2,FragmentB,[PE O-16:2/18:1 -H]-,-FA 18:1 (+HO),FA 18:1 (+O),,0.0,0.0,0.0,0.0,458927.8,476646.2,0.0,0.0,0.0,374447.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.1,1289.3,0.0,0.0,0.0,1332.2,0.0,0.0,0.0,0.0,0.0,0.0,82512.5,68989.3,0.0,0.0,0.0,48462.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,-0.35,0.18,,434.2675476074219,281.2486572265625,,-H+,-H+,,C21 H41 O6 N1 P1,C18 H33 O2,,C39 H74 O7 N1 P1
PE O-16:1/18:1,PE O-,700.5294205933054,,C39 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,2441504.7,2312524.1,2263878.9,2267404.3,1435479.3,1412441.1,1259293.6,1427962.4,1211950.3,1232163.4,MS2,FragmentB,[PE O-16:1/18:1 -H]-,-FA 18:1 (+HO),FA 18:1 (+O),,0.0,0.0,1778180.6,1613066.1,1586105.1,1853185.3,988395.9,813222.0,912351.7,946566.4,701705.2,818867.6,0.0,0.0,202906.0,186742.5,196078.3,181575.6,116933.2,113615.9,109154.6,120529.4,97590.7,96997.0,0.0,0.0,2441504.7,2312524.1,2263878.9,2267404.3,1435479.3,1412441.1,1259293.6,1427962.4,1211950.3,1232163.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.71,0.29,,436.2836608886719,281.2486877441406,,-H+,-H+,,C21 H43 O6 N1 P1,C18 H33 O2,,C39 H76 O7 N1 P1
PE O-16:0/18:2,PE O-,700.5294205933054,,C39 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,170356.3,0.0,0.0,0.0,0.0,0.0,0.0,138201.8,82257.7,82066.9,MS2,FragmentB,[PE O-16:0/18:2 -H]-,-FA 18:2 (+HO),FA 18:2 (+O),,0.0,0.0,1778180.6,0.0,0.0,0.0,0.0,0.0,0.0,946566.4,701705.2,818867.6,0.0,0.0,1047.1,0.0,0.0,0.0,0.0,0.0,0.0,996.7,1579.4,1221.8,0.0,0.0,170356.3,0.0,0.0,0.0,0.0,0.0,0.0,138201.8,82257.7,82066.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,3.3,0.82,,438.3004455566406,279.2331848144531,,-H+,-H+,,C21 H45 O6 N1 P1,C18 H31 O2,,C39 H76 O7 N1 P1
PE O-18:2/16:0,PE O-,700.5294205933054,,C39 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,413545.6,382989.9,353480.5,357298.8,248714.9,248446.2,264414.4,272971.4,223555.3,232604.7,MS2,FragmentB,[PE O-18:2/16:0 -H]-,-FA 16:0 (+HO),FA 16:0 (+O),,0.0,0.0,1778180.6,1613066.1,1586105.1,1853185.3,988395.9,813222.0,912351.7,946566.4,701705.2,818867.6,0.0,0.0,25891.0,22611.8,24172.5,22019.2,15839.6,14822.7,13492.9,12702.6,13154.6,11894.3,0.0,0.0,413545.6,382989.9,353480.5,357298.8,248714.9,248446.2,264414.4,272971.4,223555.3,232604.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.48,1.74,,462.2996826171875,255.2333984375,,-H+,-H+,,C23 H45 O6 N1 P1,C16 H31 O2,,C39 H76 O7 N1 P1
PE O-18:1/16:1,PE O-,700.5294205933054,,C39 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,63625.9,58783.1,56541.1,68717.0,33614.6,0.0,38078.3,33959.5,0.0,0.0,MS2,FragmentB,[PE O-18:1/16:1 -H]-,-FA 16:1 (+HO),FA 16:1 (+O),,0.0,0.0,1778180.6,1613066.1,1586105.1,1853185.3,988395.9,0.0,912351.7,946566.4,0.0,0.0,0.0,0.0,3455.5,1435.4,1289.3,1838.1,1019.3,0.0,1073.9,1013.7,0.0,0.0,0.0,0.0,63625.9,58783.1,56541.1,68717.0,33614.6,0.0,38078.3,33959.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.37,1.73,,464.3148193359375,253.21774291992188,,-H+,-H+,,C23 H47 O6 N1 P1,C16 H29 O2,,C39 H76 O7 N1 P1
PE O-16:2/20:4,PE O-,720.4982566412075,,C41 H71 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,32270.9,34331.4,32011.1,29182.1,0.0,29006.0,21257.2,21017.0,16600.9,18513.7,MS2,FragmentB,[PE O-16:2/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,109629.9,119870.8,99595.6,110225.1,0.0,25819.3,55890.3,56655.5,28993.4,36908.4,0.0,0.0,8216.3,4765.6,7265.3,4196.5,0.0,3765.1,4831.0,5172.1,3694.6,3447.7,0.0,0.0,32270.9,34331.4,32011.1,29182.1,0.0,29006.0,21257.2,21017.0,16600.9,18513.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.99,0.56,,434.2681274414063,303.2331237792969,,-H+,-H+,,C21 H41 O6 N1 P1,C20 H31 O2,,C41 H72 O7 N1 P1
PE O-16:1/20:5,PE O-,720.4982566412075,,C41 H71 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,46202.6,48876.5,44645.8,51923.7,0.0,17030.9,22674.2,25266.7,21909.1,24970.1,MS2,FragmentB,[PE O-16:1/20:5 -H]-,-FA 20:5 (+HO),FA 20:5 (+O),,0.0,0.0,109629.9,119870.8,99595.6,110225.1,0.0,25819.3,55890.3,56655.5,28993.4,36908.4,0.0,0.0,20742.9,23706.5,19463.2,23988.8,0.0,9990.9,9080.4,10733.4,6742.2,8390.9,0.0,0.0,46202.6,48876.5,44645.8,51923.7,0.0,17030.9,22674.2,25266.7,21909.1,24970.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.99,0.44,,436.2837829589844,301.2174377441406,,-H+,-H+,,C21 H43 O6 N1 P1,C20 H29 O2,,C41 H72 O7 N1 P1
PE O-16:1/20:4,PE O-,722.5136330673698,,C41 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,4754487.7,4756543.8,4167545.4,3859615.0,3910545.9,3011686.6,2847561.6,2835187.7,2130190.6,2498662.3,MS2,FragmentB,[PE O-16:1/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,6658082.5,6041360.6,5647399.0,6270379.9,5057834.2,4576188.1,3788376.6,4273086.9,3143787.1,3628903.8,0.0,0.0,1010280.1,1020052.3,899505.3,841931.1,835820.5,682492.9,612361.8,636929.6,464316.2,580750.3,0.0,0.0,4754487.7,4756543.8,4167545.4,3859615.0,3910545.9,3011686.6,2847561.6,2835187.7,2130190.6,2498662.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.85,0.56,,436.2837219238281,303.2331237792969,,-H+,-H+,,C21 H43 O6 N1 P1,C20 H31 O2,,C41 H74 O7 N1 P1
PE O-16:1/20:3,PE O-,724.5292958992803,,C41 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,648293.7,611047.9,606740.6,624151.7,387373.4,342848.2,328728.6,384502.9,298757.7,312375.3,MS2,FragmentB,[PE O-16:1/20:3 -H]-,-FA 20:3 (+HO),FA 20:3 (+O),,0.0,0.0,802750.4,718035.7,716457.8,782718.3,434314.5,388399.6,426427.5,471220.0,381631.6,405900.7,0.0,0.0,64370.6,75310.8,73768.2,77291.8,37753.4,36012.6,15757.4,18556.4,21093.9,40493.8,0.0,0.0,648293.7,611047.9,606740.6,624151.7,387373.4,342848.2,328728.6,384502.9,298757.7,312375.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.78,0.07,,436.28369140625,305.2486267089844,,-H+,-H+,,C21 H43 O6 N1 P1,C20 H33 O2,,C41 H76 O7 N1 P1
PE O-16:0/20:4,PE O-,724.5292958992803,,C41 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,135258.9,186468.7,176687.8,0.0,0.0,0.0,-1.0,0.0,14479.2,135077.0,MS2,FragmentB,[PE O-16:0/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,802750.4,718035.7,716457.8,0.0,0.0,0.0,426427.5,0.0,381631.6,405900.7,0.0,0.0,11763.9,10333.4,9546.9,0.0,0.0,0.0,6509.3,0.0,7095.1,9449.8,0.0,0.0,135258.9,186468.7,176687.8,0.0,0.0,0.0,-1.0,0.0,14479.2,135077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,3.65,0.66,,438.3005981445313,303.233154296875,,-H+,-H+,,C21 H45 O6 N1 P1,C20 H31 O2,,C41 H76 O7 N1 P1
PE O-18:3/18:1,PE O-,724.5292958992803,,C41 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,345575.9,320866.9,281951.0,245916.1,253524.1,247327.3,257672.7,278594.1,223355.2,211746.7,MS2,FragmentB,[PE O-18:3/18:1 -H]-,-FA 18:1 (+HO),FA 18:1 (+O),,0.0,0.0,802750.4,718035.7,716457.8,782718.3,434314.5,388399.6,426427.5,471220.0,381631.6,405900.7,0.0,0.0,4810.4,7804.7,7228.3,6502.4,3364.7,5124.9,3826.0,5416.9,1329.1,1608.4,0.0,0.0,345575.9,320866.9,281951.0,245916.1,253524.1,247327.3,257672.7,278594.1,223355.2,211746.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.48,0.18,,460.2835693359375,281.2486572265625,,-H+,-H+,,C23 H43 O6 N1 P1,C18 H33 O2,,C41 H76 O7 N1 P1
PE O-18:2/18:2,PE O-,724.5292958992803,,C41 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1218345.4,1143992.8,913314.6,817336.8,862175.3,909749.1,1019729.8,1071036.8,888827.3,876652.1,MS2,FragmentB,[PE O-18:2/18:2 -H]-,-FA 18:2 (+HO),FA 18:2 (+O),,0.0,0.0,802750.4,718035.7,716457.8,782718.3,434314.5,388399.6,426427.5,471220.0,381631.6,405900.7,0.0,0.0,15980.4,26007.5,14895.5,14000.4,12308.2,11390.7,11368.3,17171.8,10586.2,10377.8,0.0,0.0,1218345.4,1143992.8,913314.6,817336.8,862175.3,909749.1,1019729.8,1071036.8,888827.3,876652.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.28,0.49,,462.2995910644531,279.23309326171875,,-H+,-H+,,C23 H45 O6 N1 P1,C18 H31 O2,,C41 H76 O7 N1 P1
PE O-16:1/20:2,PE O-,726.5449603104073,,C41 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,304929.7,300556.0,257034.8,264765.5,228576.3,175963.9,203122.4,215988.7,143721.3,165973.7,MS2,FragmentB,[PE O-16:1/20:2 -H]-,-FA 20:2 (+HO),FA 20:2 (+O),,0.0,0.0,932441.8,838760.4,779612.1,870835.3,390576.8,401995.3,438917.4,443824.2,329126.1,384597.9,0.0,0.0,29328.9,19562.0,12360.5,14762.5,13642.4,14286.3,14151.8,15094.0,10286.6,7415.0,0.0,0.0,304929.7,300556.0,257034.8,264765.5,228576.3,175963.9,203122.4,215988.7,143721.3,165973.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.5,0.29,,436.2835693359375,307.26434326171875,,-H+,-H+,,C21 H43 O6 N1 P1,C20 H35 O2,,C41 H78 O7 N1 P1
PE O-18:2/18:1,PE O-,726.5449603104073,,C41 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,956764.4,851181.1,809037.7,808986.6,555595.3,443324.4,375187.6,445934.0,385245.3,383127.9,MS2,FragmentB,[PE O-18:2/18:1 -H]-,-FA 18:1 (+HO),FA 18:1 (+O),,0.0,0.0,932441.8,838760.4,779612.1,870835.3,390576.8,401995.3,438917.4,443824.2,329126.1,384597.9,0.0,0.0,66665.2,62928.3,60632.3,56792.7,35019.5,24911.4,26954.4,19218.4,23100.4,25710.8,0.0,0.0,956764.4,851181.1,809037.7,808986.6,555595.3,443324.4,375187.6,445934.0,385245.3,383127.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.28,-0.36,,462.2995910644531,281.2485046386719,,-H+,-H+,,C23 H45 O6 N1 P1,C18 H33 O2,,C41 H78 O7 N1 P1
PE O-18:1/18:2,PE O-,726.5449603104073,,C41 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,3291489.0,2793981.1,2899402.9,2738965.7,2512146.2,2173009.6,3048606.1,3150758.3,3023730.7,2920037.2,MS2,FragmentB,[PE O-18:1/18:2 -H]-,-FA 18:2 (+HO),FA 18:2 (+O),,0.0,0.0,932441.8,838760.4,779612.1,870835.3,390576.8,401995.3,438917.4,443824.2,329126.1,384597.9,0.0,0.0,23876.1,20854.2,16664.8,14633.9,10566.6,10956.9,12458.0,18303.7,17909.4,13833.1,0.0,0.0,3291489.0,2793981.1,2899402.9,2738965.7,2512146.2,2173009.6,3048606.1,3150758.3,3023730.7,2920037.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.83,0.49,,464.3150329589844,279.23309326171875,,-H+,-H+,,C23 H47 O6 N1 P1,C18 H31 O2,,C41 H78 O7 N1 P1
PE O-16:1/20:1,PE O-,728.5607314165746,,C41 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,552188.4,464201.1,467843.9,500432.8,231214.8,200631.0,282750.1,331290.6,226306.1,282325.5,MS2,FragmentB,[PE O-16:1/20:1 -H]-,-FA 20:1 (+HO),FA 20:1 (+O),,0.0,0.0,609514.4,511416.5,412556.8,560965.3,203511.1,160992.9,215530.1,277342.3,193525.3,219547.0,0.0,0.0,46999.7,31328.0,35662.8,39961.2,22398.1,16714.1,21449.0,28432.3,22566.2,20468.9,0.0,0.0,552188.4,464201.1,467843.9,500432.8,231214.8,200631.0,282750.1,331290.6,226306.1,282325.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.57,0.6,,436.2835998535156,309.28009033203125,,-H+,-H+,,C21 H43 O6 N1 P1,C20 H37 O2,,C41 H80 O7 N1 P1
PE O-18:1/18:1,PE O-,728.5607314165746,,C41 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,554048.8,467040.3,441927.0,429847.1,309362.7,262171.1,237386.4,275951.1,204966.6,251332.1,MS2,FragmentB,[PE O-18:1/18:1 -H]-,-FA 18:1 (+HO),FA 18:1 (+O),,0.0,0.0,609514.4,511416.5,412556.8,560965.3,203511.1,160992.9,215530.1,277342.3,193525.3,219547.0,0.0,0.0,38982.4,33523.8,35518.2,29288.4,22409.0,19603.9,14814.6,19448.0,13469.1,17508.8,0.0,0.0,554048.8,467040.3,441927.0,429847.1,309362.7,262171.1,237386.4,275951.1,204966.6,251332.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.42,0.29,,464.3153076171875,281.2486877441406,,-H+,-H+,,C23 H47 O6 N1 P1,C18 H33 O2,,C41 H80 O7 N1 P1
PE O-16:1/21:4,PE O-,736.5292884819963,,C42 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,3645.8,4109.6,1582.8,1362.9,3582.9,0.0,1053.8,0.0,1101.2,1234.0,MS2,FragmentB,[PE O-16:1/21:4 -H]-,-FA 21:4 (+HO),FA 21:4 (+O),,0.0,0.0,157779.2,163338.2,134349.1,124218.9,121764.8,0.0,66999.7,0.0,60238.4,85810.3,0.0,0.0,10606.6,5542.8,8594.5,7594.7,6291.6,0.0,7759.3,0.0,6678.6,6027.0,0.0,0.0,3645.8,4109.6,1582.8,1362.9,3582.9,0.0,1053.8,0.0,1101.2,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.57,-0.22,,436.2835998535156,317.24853515625,,-H+,-H+,,C21 H43 O6 N1 P1,C21 H33 O2,,C42 H76 O7 N1 P1
