LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PI 18:1_22:4,PI,911.5666390681108,,C49 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,49080.6,45143.4,36777.9,34507.7,45275.5,43660.6,30896.4,36398.9,28517.0,30184.7,MS2,FragmentA and FragmentB,[PI 18:1_22:4 -H]-,FA 18:1 (+O),FA 22:4 (+O),PI(241),0.0,0.0,255911.2,229570.7,206439.1,212439.2,139916.9,157798.4,167879.0,188528.0,141228.0,138104.8,0.0,0.0,67797.6,63300.4,48963.2,40171.3,61666.6,59503.9,38287.9,45403.3,34546.5,36504.6,0.0,0.0,30363.7,26986.5,24592.7,28844.0,28884.4,27817.4,23504.8,27394.4,22487.5,23864.8,0.0,0.0,92808.1,79810.5,73810.4,65505.4,60968.8,59217.6,67878.4,74899.7,60992.5,67649.7,1.24,0.29,0.91,1.55,281.2486877441406,331.2645568847656,241.0122528076172,-H+,-H+,-H+,C18 H33 O2,C22 H35 O2,C6 H10 O8 P1,C49 H85 O13 P1
PI 18:0_22:5,PI,911.5666390681108,,C49 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,89116.0,83156.3,77375.7,69122.5,76296.5,68861.6,69265.6,93628.5,60297.3,74961.6,MS2,FragmentA and FragmentB,[PI 18:0_22:5 -H]-,FA 18:0 (+O),FA 22:5 (+O),PI(241),0.0,0.0,255911.2,229570.7,206439.1,212439.2,139916.9,157798.4,167879.0,188528.0,141228.0,138104.8,0.0,0.0,120567.6,115224.8,102846.0,94702.3,103529.0,95667.1,92264.0,121471.1,78394.7,97527.1,0.0,0.0,57664.5,51087.7,51905.4,43542.7,49064.0,42056.0,46267.3,65786.0,42200.0,52396.1,0.0,0.0,92808.1,79810.5,73810.4,65505.4,60968.8,59217.6,67878.4,74899.7,60992.5,67649.7,1.24,0.42,0.71,1.55,283.2643737792969,329.24884033203125,241.0122528076172,-H+,-H+,-H+,C18 H35 O2,C22 H33 O2,C6 H10 O8 P1,C49 H85 O13 P1
PI 20:2_20:3,PI,911.5666390681108,,C49 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1700.3,0.0,0.0,0.0,2007.3,0.0,1515.1,0.0,0.0,1549.9,MS2,FragmentA and FragmentB,[PI 20:2_20:3 -H]-,FA 20:2 (+O),FA 20:3 (+O),PI(241),0.0,0.0,255911.2,0.0,0.0,0.0,139916.9,0.0,167879.0,0.0,0.0,138104.8,0.0,0.0,764.5,0.0,0.0,0.0,1591.4,0.0,1275.5,0.0,0.0,1367.6,0.0,0.0,2636.2,0.0,0.0,0.0,2423.3,0.0,1754.7,0.0,0.0,1732.2,0.0,0.0,92808.1,0.0,0.0,0.0,60968.8,0.0,67878.4,0.0,0.0,67649.7,1.24,0.78,0.27,1.55,307.2644958496094,305.2486877441406,241.0122528076172,-H+,-H+,-H+,C20 H35 O2,C20 H33 O2,C6 H10 O8 P1,C49 H85 O13 P1
PI 20:1_20:4,PI,911.5666390681108,,C49 H84 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,25142.0,25626.3,19384.7,21445.7,21563.9,21157.1,21813.3,26337.5,18069.3,25897.9,MS2,FragmentA and FragmentB,[PI 20:1_20:4 -H]-,FA 20:1 (+O),FA 20:4 (+O),PI(241),0.0,0.0,255911.2,229570.7,206439.1,212439.2,139916.9,157798.4,167879.0,188528.0,141228.0,138104.8,0.0,0.0,22944.6,23697.2,17363.5,19680.7,16071.2,14767.9,19215.4,21163.5,14951.9,18257.4,0.0,0.0,27339.4,27555.4,21405.9,23210.6,27056.7,27546.4,24411.2,31511.4,21186.8,33538.4,0.0,0.0,92808.1,79810.5,73810.4,65505.4,60968.8,59217.6,67878.4,74899.7,60992.5,67649.7,1.24,0.4,0.35,1.55,309.280029296875,303.2330627441406,241.0122528076172,-H+,-H+,-H+,C20 H37 O2,C20 H31 O2,C6 H10 O8 P1,C49 H85 O13 P1
PI 18:0_22:4,PI,913.582309173187,,C49 H86 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,111997.1,89869.0,83069.0,71665.0,111465.8,101478.2,126857.2,110340.2,93285.5,79415.1,MS2,FragmentA and FragmentB,[PI 18:0_22:4 -H]-,FA 18:0 (+O),FA 22:4 (+O),PI(241),0.0,0.0,180164.5,188739.5,107621.3,170749.4,252542.9,208886.9,188147.3,195116.1,168182.2,179306.8,0.0,0.0,117186.8,92856.9,87103.2,78506.0,114866.3,102796.1,140841.8,109712.7,102103.9,84647.1,0.0,0.0,106807.4,86881.1,79034.8,64823.9,108065.4,100160.3,112872.6,110967.7,84467.1,74183.2,0.0,0.0,64333.1,54305.9,48422.2,45358.6,76660.0,55193.9,86527.7,72107.8,52807.5,47913.9,1.26,0.42,0.82,1.81,283.2643737792969,331.2645263671875,241.01231384277344,-H+,-H+,-H+,C18 H35 O2,C22 H35 O2,C6 H10 O8 P1,C49 H87 O13 P1
PI 20:1_20:3,PI,913.582309173187,,C49 H86 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,2141.3,622.7,0.0,1819.9,592.0,1173.2,3629.4,1119.1,0.0,716.8,MS2,FragmentA and FragmentB,[PI 20:1_20:3 -H]-,FA 20:1 (+O),FA 20:3 (+O),PI(241),0.0,0.0,180164.5,188739.5,0.0,170749.4,252542.9,208886.9,188147.3,195116.1,0.0,179306.8,0.0,0.0,2796.7,-1.0,0.0,2046.3,-1.0,-1.0,1453.9,-1.0,0.0,-1.0,0.0,0.0,1485.8,1246.3,0.0,1593.5,1185.0,2347.5,5804.9,2239.2,0.0,1434.5,0.0,0.0,64333.1,54305.9,0.0,45358.6,76660.0,55193.9,86527.7,72107.8,0.0,47913.9,1.26,0.7,-0.13,1.81,309.2801208496094,305.2485656738281,241.01231384277344,-H+,-H+,-H+,C20 H37 O2,C20 H33 O2,C6 H10 O8 P1,C49 H87 O13 P1
PI 20:0_20:4,PI,913.582309173187,,C49 H86 O13 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,14502.7,11751.7,19313.6,13519.5,16542.1,11898.5,22193.4,17075.0,13353.9,13444.9,MS2,FragmentA and FragmentB,[PI 20:0_20:4 -H]-,FA 20:0 (+O),FA 20:4 (+O),PI(241),0.0,0.0,180164.5,188739.5,107621.3,170749.4,252542.9,208886.9,188147.3,195116.1,168182.2,179306.8,0.0,0.0,9539.0,5985.7,6302.7,5259.1,6100.6,3017.1,9752.9,6435.3,6272.9,5172.3,0.0,0.0,19466.4,17517.6,32324.4,21779.9,26983.7,20779.8,34633.8,27714.7,20434.9,21717.5,0.0,0.0,64333.1,54305.9,48422.2,45358.6,76660.0,55193.9,86527.7,72107.8,52807.5,47913.9,1.26,0.02,0.15,1.81,311.2955627441406,303.2330017089844,241.01231384277344,-H+,-H+,-H+,C20 H39 O2,C20 H31 O2,C6 H10 O8 P1,C49 H87 O13 P1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 14:0_18:1,PS,732.4827961391189,,C38 H71 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,22804.6,18173.3,0.0,13776.6,18747.2,16358.5,18077.7,17913.2,7939.0,0.0,MS2,FragmentA and FragmentB,[PS 14:0_18:1 -H]-,FA 14:0 (+O),FA 18:1 (+O),-PS(87),0.0,0.0,979978.3,975315.7,0.0,876378.6,472563.6,594737.3,901966.2,936874.2,903258.3,0.0,0.0,0.0,1710.2,1818.9,0.0,1268.9,1127.1,890.1,1904.6,1740.1,3170.7,0.0,0.0,0.0,43899.0,34527.8,0.0,26284.3,36367.4,31826.9,34250.7,34086.4,12707.2,0.0,0.0,0.0,6009.6,5794.5,0.0,2996.3,3172.9,5232.4,3644.5,3497.7,3212.9,0.0,0.94,1.43,0.4,865160.99,227.2019805908203,281.24871826171875,645.451416015625,-H+,-H+,-H+,C14 H27 O2,C18 H33 O2,C35 H66 O8 P1,C38 H72 O10 N1 P1
PS 16:0_16:1,PS,732.4827961391189,,C38 H71 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,25916.7,20764.1,21405.0,23899.0,88516.5,86368.9,22390.7,22058.7,22991.4,95979.2,MS2,FragmentA and FragmentB,[PS 16:0_16:1 -H]-,FA 16:0 (+O),FA 16:1 (+O),-PS(87),0.0,0.0,979978.3,975315.7,873685.2,876378.6,472563.6,594737.3,901966.2,936874.2,903258.3,1192371.6,0.0,0.0,-1.0,-1.0,-1.0,-1.0,143001.2,131168.0,-1.0,-1.0,-1.0,145182.0,0.0,0.0,51834.4,41529.1,42811.0,47799.0,34031.9,41569.8,44782.3,44118.4,45983.8,46776.5,0.0,0.0,6009.6,5794.5,4027.6,2996.3,3172.9,5232.4,3644.5,3497.7,3212.9,2091.1,0.94,1.74,1.73,865160.99,255.2333984375,253.21774291992188,645.451416015625,-H+,-H+,-H+,C16 H31 O2,C16 H29 O2,C35 H66 O8 P1,C38 H72 O10 N1 P1
PS 14:0_18:0,PS,734.4982650062789,,C38 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,7023.9,3162.4,2388.2,6834.8,6405.3,5823.3,7871.8,6545.3,5126.5,7879.0,MS2,FragmentA and FragmentB,[PS 14:0_18:0 -H]-,FA 14:0 (+O),FA 18:0 (+O),-PS(87),0.0,0.0,262201.1,58776.1,-1.6,-1.6,240547.9,364613.5,-1.6,196007.1,364284.3,58772.5,0.0,0.0,3428.7,3010.1,1110.9,6909.7,4644.8,4678.3,4921.8,3978.5,2647.5,4645.2,0.0,0.0,10619.1,3314.7,3665.5,6759.9,8165.9,6968.2,10821.7,9112.1,7605.4,11112.7,0.0,0.0,3827.5,184.1,1050.8,1148.6,5654.1,2940.1,5040.0,2948.7,4723.4,5651.9,0.69,1.37,0.2,865580.38,227.20196533203125,283.2643127441406,647.4652099609375,-H+,-H+,-H+,C14 H27 O2,C18 H35 O2,C35 H68 O8 P1,C38 H74 O10 N1 P1
PS 16:0_16:0,PS,734.4982650062789,,C38 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,19072.3,22388.9,17421.1,10225.8,35526.0,21462.4,43044.7,54254.0,54622.2,50424.4,MS2,FragmentA and FragmentB,[PS 16:0_16:0 -H]-,FA 16:0 (+O),FA 16:0 (+O),-PS(87),0.0,0.0,262201.1,58776.1,-1.6,-1.6,240547.9,364613.5,-1.6,196007.1,364284.3,58772.5,0.0,0.0,38144.6,44777.7,34842.2,20451.6,71052.0,42924.9,86089.5,108508.0,109244.4,100848.8,0.0,0.0,38144.6,44777.7,34842.2,20451.6,71052.0,42924.9,86089.5,108508.0,109244.4,100848.8,0.0,0.0,3827.5,184.1,1050.8,1148.6,5654.1,2940.1,5040.0,2948.7,4723.4,5651.9,0.69,1.74,1.74,865580.38,255.2333984375,255.2333984375,647.4652099609375,-H+,-H+,-H+,C16 H31 O2,C16 H31 O2,C35 H68 O8 P1,C38 H74 O10 N1 P1
PS 14:0_20:2,PS,758.4983662754225,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,8884.9,6516.6,8446.3,6382.0,9223.4,7289.2,7291.0,7239.3,7562.8,0.0,MS2,FragmentA and FragmentB,[PS 14:0_20:2 -H]-,FA 14:0 (+O),FA 20:2 (+O),-PS(87),0.0,0.0,1899744.4,1745166.3,1672917.1,1555790.3,1086736.9,1259120.1,1510972.9,1696257.5,1659660.6,0.0,0.0,0.0,13610.1,11818.2,12925.9,11205.1,16607.0,13106.6,11542.1,12548.8,14111.7,0.0,0.0,0.0,4159.7,1215.1,3966.6,1559.0,1839.7,1471.9,3039.9,1929.8,1013.8,0.0,0.0,0.0,6671.7,5536.3,5420.6,6374.4,5345.2,1635.7,5435.1,5609.3,5214.1,0.0,0.8,1.3,0.68,870385.33,227.2019500732422,307.26446533203125,671.4674072265625,-H+,-H+,-H+,C14 H27 O2,C20 H35 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 16:1_18:1,PS,758.4983662754225,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,15126.1,19508.7,17468.7,12068.1,75153.0,62338.1,12052.7,10867.6,69931.4,75290.0,MS2,FragmentA and FragmentB,[PS 16:1_18:1 -H]-,FA 16:1 (+O),FA 18:1 (+O),-PS(87),0.0,0.0,1899744.4,1745166.3,1672917.1,1555790.3,1086736.9,1259120.1,1510972.9,1696257.5,1659660.6,1664248.8,0.0,0.0,30253.2,39018.4,34938.3,24137.1,25627.3,17074.5,24106.4,21736.2,22579.5,25935.7,0.0,0.0,-1.0,-1.0,-1.0,-1.0,124678.8,107601.6,-1.0,-1.0,117283.4,124644.3,0.0,0.0,6671.7,5536.3,5420.6,6374.4,5345.2,1635.7,5435.1,5609.3,5214.1,6453.6,0.8,1.73,0.51,870385.33,253.21774291992188,281.2487487792969,671.4674072265625,-H+,-H+,-H+,C16 H29 O2,C18 H33 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 16:0_18:2,PS,758.4983662754225,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,78560.3,70650.8,60284.6,51285.9,72090.7,56623.1,80957.4,76963.8,80990.5,90685.1,MS2,FragmentA and FragmentB,[PS 16:0_18:2 -H]-,FA 16:0 (+O),FA 18:2 (+O),-PS(87),0.0,0.0,1899744.4,1745166.3,1672917.1,1555790.3,1086736.9,1259120.1,1510972.9,1696257.5,1659660.6,1664248.8,0.0,0.0,103717.5,86839.7,85656.4,70250.7,92892.6,76318.6,108137.2,101829.7,111628.9,120789.4,0.0,0.0,53403.2,54461.9,34912.9,32321.0,51288.8,36927.5,53777.5,52097.9,50352.2,60580.9,0.0,0.0,6671.7,5536.3,5420.6,6374.4,5345.2,1635.7,5435.1,5609.3,5214.1,6453.6,0.8,1.74,0.6,870385.33,255.2333984375,279.2331237792969,671.4674072265625,-H+,-H+,-H+,C16 H31 O2,C18 H31 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 17:1_17:1,PS,758.4985218729777,,C40 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,669.9,0.0,0.0,425.5,0.0,0.0,403.2,538.0,MS2,FragmentA and FragmentB,[PS 17:1_17:1 -H]-,FA 17:1 (+O),FA 17:1 (+O),-PS(87),0.0,0.0,0.0,0.0,1672917.1,0.0,0.0,1259120.1,0.0,0.0,1659660.6,1664248.8,0.0,0.0,0.0,0.0,1339.7,0.0,0.0,851.1,0.0,0.0,806.5,1075.9,0.0,0.0,0.0,0.0,1339.7,0.0,0.0,851.1,0.0,0.0,806.5,1075.9,0.0,0.0,0.0,0.0,5420.6,0.0,0.0,1635.7,0.0,0.0,5214.1,6453.6,1.01,1.2,1.2,870385.03,267.2332763671875,267.2332763671875,671.4658813476562,-H+,-H+,-H+,C17 H31 O2,C17 H31 O2,C37 H68 O8 P1,C40 H74 O10 N1 P1
PS 17:0_17:1,PS,760.5140995655747,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,1099.3,0.0,2338.0,0.0,0.0,0.0,1385.3,0.0,MS2,FragmentA and FragmentB,[PS 17:0_17:1 -H]-,FA 17:0 (+O),FA 17:1 (+O),-PS(87),0.0,0.0,0.0,0.0,11141786.1,0.0,6973515.5,0.0,0.0,0.0,9204903.4,0.0,0.0,0.0,0.0,0.0,1689.0,0.0,3503.9,0.0,0.0,0.0,2116.3,0.0,0.0,0.0,0.0,0.0,509.5,0.0,1172.1,0.0,0.0,0.0,654.3,0.0,0.0,0.0,0.0,0.0,29080.5,0.0,25736.7,0.0,0.0,0.0,28490.9,0.0,0.91,-0.26,0.63,870773.13,269.24853515625,267.2331237792969,673.482421875,-H+,-H+,-H+,C17 H33 O2,C17 H31 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 14:0_20:1,PS,760.5141025692232,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,2572.0,2705.0,2085.8,1799.7,42.3,198.4,2209.4,2000.5,-0.5,205.5,MS2,FragmentA and FragmentB,[PS 14:0_20:1 -H]-,FA 14:0 (+O),FA 20:1 (+O),-PS(87),0.0,0.0,10999984.2,9652770.2,11141786.1,10701166.8,6973515.5,6330366.8,9471185.7,10444287.2,9204903.4,10654607.3,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5144.9,5411.1,4172.5,3600.4,85.5,397.8,4419.9,4002.0,-1.0,412.1,0.0,0.0,45926.9,37545.8,29080.5,35887.3,25736.7,26772.9,33436.7,26301.1,28490.9,28670.8,0.91,2.1,1.49,870773.08,227.2021331787109,309.2803649902344,673.482177734375,-H+,-H+,-H+,C14 H27 O2,C20 H37 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 16:0_18:1,PS,760.5141025692232,,C40 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,256857.9,210282.6,211625.2,201573.6,154769.9,155668.0,211966.1,192989.1,188814.9,209788.8,MS2,FragmentA and FragmentB,[PS 16:0_18:1 -H]-,FA 16:0 (+O),FA 18:1 (+O),-PS(87),0.0,0.0,10999984.2,9652770.2,11141786.1,10701166.8,6973515.5,6330366.8,9471185.7,10444287.2,9204903.4,10654607.3,0.0,0.0,293354.1,233273.3,246861.8,238563.6,192610.6,199933.7,246762.1,212270.3,243239.5,270878.5,0.0,0.0,220361.7,187292.0,176388.6,164583.5,116929.1,111402.3,177170.0,173707.9,134390.3,148699.0,0.0,0.0,45926.9,37545.8,29080.5,35887.3,25736.7,26772.9,33436.7,26301.1,28490.9,28670.8,0.91,1.74,0.51,870773.08,255.2333984375,281.2487487792969,673.482177734375,-H+,-H+,-H+,C16 H31 O2,C18 H33 O2,C37 H70 O8 P1,C40 H76 O10 N1 P1
PS 16:0_18:0,PS,762.5292595413453,,C40 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,158463.5,0.0,0.0,0.0,115366.4,154525.4,68877.7,177334.9,114624.9,136544.1,MS2,FragmentA and FragmentB,[PS 16:0_18:0 -H]-,FA 16:0 (+O),FA 18:0 (+O),-PS(87),0.0,0.0,2757516.7,0.0,0.0,0.0,-1.6,2538086.3,2212142.2,2578256.2,2372266.0,2482967.2,0.0,0.0,316927.9,0.0,0.0,0.0,230733.9,262331.2,137756.5,316070.3,212119.0,251070.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,46719.6,-1.0,38599.5,17130.8,22018.2,0.0,0.0,1837.0,0.0,0.0,0.0,106.6,2279.7,-1.7,4011.8,3959.5,3652.4,0.26,1.56,0.2,871158.19,255.2333526611328,283.2643127441406,675.4952392578125,-H+,-H+,-H+,C16 H31 O2,C18 H35 O2,C37 H72 O8 P1,C40 H78 O10 N1 P1
PS 17:0_17:0,PS,762.5293668483966,,C40 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,707.4,0.0,0.0,397.8,528.3,MS2,FragmentA and FragmentB,[PS 17:0_17:0 -H]-,FA 17:0 (+O),FA 17:0 (+O),-PS(87),0.0,0.0,0.0,0.0,0.0,0.0,-1.6,2538086.3,0.0,0.0,2372266.0,2482967.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1414.7,0.0,0.0,795.6,1056.7,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1414.7,0.0,0.0,795.6,1056.7,0.0,0.0,0.0,0.0,0.0,0.0,106.6,2279.7,0.0,0.0,3959.5,3652.4,0.4,-0.37,-0.37,871158.27,269.2485046386719,269.2485046386719,675.4956665039062,-H+,-H+,-H+,C17 H33 O2,C17 H33 O2,C37 H72 O8 P1,C40 H78 O10 N1 P1
PS 16:0_19:1,PS,774.5294924472345,,C41 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,16428.8,0.0,0.0,0.0,16354.0,13865.5,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PS 16:0_19:1 -H]-,FA 16:0 (+O),FA 19:1 (+O),-PS(87),0.0,0.0,0.0,875650.7,0.0,0.0,0.0,625813.9,434290.9,0.0,0.0,0.0,0.0,0.0,0.0,32512.5,0.0,0.0,0.0,31707.3,26001.0,0.0,0.0,0.0,0.0,0.0,0.0,345.2,0.0,0.0,0.0,1000.7,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.9,0.0,0.0,0.0,1664.2,1495.5,0.0,0.0,0.0,0.56,1.86,0.71,873407.64,255.23342895507807,295.26446533203125,687.498291015625,-H+,-H+,-H+,C16 H31 O2,C19 H35 O2,C38 H72 O8 P1,C41 H78 O10 N1 P1
PS 17:0_18:1,PS,774.5296828885356,,C41 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,22249.2,17611.7,18184.7,14976.8,0.0,18712.4,16867.8,19895.8,16593.0,21491.5,MS2,FragmentA and FragmentB,[PS 17:0_18:1 -H]-,FA 17:0 (+O),FA 18:1 (+O),-PS(87),0.0,0.0,675583.9,875650.7,221124.8,547827.0,0.0,625813.9,434290.9,509280.2,589249.7,852959.1,0.0,0.0,44499.4,35224.4,36370.4,29954.6,0.0,37425.8,33736.7,39792.6,33187.1,42983.9,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2050.3,2212.9,1650.8,2091.6,0.0,1664.2,1495.5,1679.2,1620.7,3954.0,0.81,0.42,0.18,873407.75,269.24871826171875,281.2486572265625,687.4988403320312,-H+,-H+,-H+,C17 H33 O2,C18 H33 O2,C38 H72 O8 P1,C41 H78 O10 N1 P1
PS 16:1_20:3,PS,782.4984141788548,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,6634.9,10438.0,3757.4,3960.9,2856.6,7020.7,4593.8,0.0,MS2,FragmentA and FragmentB,[PS 16:1_20:3 -H]-,FA 16:1 (+O),FA 20:3 (+O),-PS(87),0.0,0.0,0.0,0.0,1688273.2,1302754.6,2173055.1,1995734.0,1846085.3,2059173.6,1957139.3,0.0,0.0,0.0,0.0,0.0,13270.8,20877.0,7515.8,7922.8,5714.3,14042.5,9188.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1767.6,1136.7,1420.0,3557.5,1392.4,2234.4,3582.5,0.0,0.84,1.61,0.47,874858.1,253.2177124023437,305.2487487792969,695.4667358398438,-H+,-H+,-H+,C16 H29 O2,C20 H33 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
PS 16:0_20:4,PS,782.4984141788548,,C42 H73 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,111620.2,113173.2,137129.1,119423.7,137850.4,154952.1,136014.4,0.0,MS2,FragmentA and FragmentB,[PS 16:0_20:4 -H]-,FA 16:0 (+O),FA 20:4 (+O),-PS(87),0.0,0.0,0.0,0.0,1688273.2,1302754.6,2173055.1,1995734.0,1846085.3,2059173.6,1957139.3,0.0,0.0,0.0,0.0,0.0,168079.7,168056.1,192531.9,171144.7,183695.8,209206.0,230003.7,0.0,0.0,0.0,0.0,0.0,55160.7,58290.3,81726.4,67702.7,92005.1,100698.3,42025.0,0.0,0.0,0.0,0.0,0.0,1767.6,1136.7,1420.0,3557.5,1392.4,2234.4,3582.5,0.0,0.84,1.74,0.46,874858.1,255.2333984375,303.23309326171875,695.4667358398438,-H+,-H+,-H+,C16 H31 O2,C20 H31 O2,C39 H68 O8 P1,C42 H74 O10 N1 P1
